drugId,drug,firstApprovalYear
CHEMBL2111187,RADIUM DICHLORIDE,2013
CHEMBL501122,CEFTAROLINE FOSAMIL,2010
CHEMBL2103929,LYMECYCLINE,None
CHEMBL2108492,INSULIN ZINC, EXTENDED,None
CHEMBL2108493,INSULIN ZINC, PROMPT,None
CHEMBL2108494,INTERFERON,None
CHEMBL2108506,INTERFERON ALFA,None
CHEMBL2108508,INTERFERON ALFA-2A,1986
CHEMBL2108510,INTERFERON BETA,None
CHEMBL2108512,HEPATITIS B IMMUNE GLOBULIN,2009
CHEMBL2028852,ICATIBANT ACETATE,2008
CHEMBL1951071,ARFORMOTEROL TARTRATE,2006
CHEMBL2105613,DIVALPROEX SODIUM,1983
CHEMBL1269025,EDOXABAN,2015
CHEMBL778,DEXMEDETOMIDINE,1999
CHEMBL2043437,GLASDEGIB,2018
CHEMBL43452,POMALIDOMIDE,2013
CHEMBL2104045,CINOXATE,None
CHEMBL2103872,CEFTOLOZANE,2014
CHEMBL2108535,POLYNOXYLIN,None
CHEMBL2108546,PEGASPARGASE,1994
CHEMBL2108558,SENNA,None
CHEMBL2108570,ABOBOTULINUMTOXINA,2009
CHEMBL2108574,ANTITHROMBIN III HUMAN,None
CHEMBL2108593,EPOETIN ZETA,2007
CHEMBL2108638,RAXIBACUMAB,2012
CHEMBL2104537,AMOPROXAN,None
CHEMBL2111286,RANITIDINE BISMUTH CITRATE,1996
CHEMBL2105735,ASUNAPREVIR,2014
CHEMBL2105743,OLODATEROL HYDROCHLORIDE,2014
CHEMBL2105760,BREXPIPRAZOLE,2015
CHEMBL259209,MILNACIPRAN,2009
CHEMBL2104594,CALCIUM GLUBIONATE,None
CHEMBL2106825,MEDROGESTONE,None
CHEMBL2106829,METHAQUALONE HYDROCHLORIDE,None
CHEMBL2103774,TIBOLONE,None
CHEMBL2103784,COSYNTROPIN,1970
CHEMBL2103802,DAPAGLIFLOZIN PROPANEDIOL,2012
CHEMBL2103827,DROXIDOPA,2014
CHEMBL2103837,TAFAMIDIS,2011
CHEMBL2103846,ULIPRISTAL,None
CHEMBL2103854,OMADACYCLINE TOSYLATE,2018
CHEMBL2103855,TELOTRISTAT,None
CHEMBL2103873,MACITENTAN,2010
CHEMBL2103875,TRAMETINIB,2013
CHEMBL2103877,EFINACONAZOLE,2014
CHEMBL2079130,VONOPRAZAN,2022
CHEMBL2108319,SIMOCTOCOG ALFA,2017
CHEMBL2108334,EPTACOG ALFA (ACTIVATED),1996
CHEMBL2108336,LIXISENATIDE,2013
CHEMBL2108348,NONACOG BETA PEGOL,2017
CHEMBL2108350,CONESTAT ALFA,2010
CHEMBL2108354,UBLITUXIMAB,2022
CHEMBL2108373,LAURETH 9,None
CHEMBL2108427,MENOTROPINS,1975
CHEMBL2111018,TECHNETIUM EXAMETAZIME,1988
CHEMBL2106922,MIDAZOLAM MALEATE,None
CHEMBL2106939,POLIHEXANIDE,None
CHEMBL2103870,LUMACAFTOR,2015
CHEMBL729,LOPINAVIR,2000
CHEMBL2028663,DABRAFENIB,2013
CHEMBL1625607,MEBHYDROLIN,None
CHEMBL2111107,SUGAMMADEX,2015
CHEMBL2106111,CALCIUM LACTATE,None
CHEMBL2106119,CALCIUM GLUCONATE,2017
CHEMBL2106122,EMEPRONIUM BROMIDE,None
CHEMBL2106191,CALCIUM DOBESILATE,None
CHEMBL2108446,GUAR GUM,None
CHEMBL2108448,HETASTARCH,None
CHEMBL2108465,GINGER,None
CHEMBL2111101,PIMAVANSERIN,2016
CHEMBL2111129,PENTETATE INDIUM DISODIUM,1982
CHEMBL2097081,NITROPRUSSIDE,1981
CHEMBL2108106,TOCOFERSOLAN,2009
CHEMBL2079793,PENCICLOVIR SODIUM,1996
CHEMBL2103883,AVATROMBOPAG,2018
CHEMBL1743010,ELOTUZUMAB,2015
CHEMBL2111290,TESAMORELIN ACETATE,2010
CHEMBL439849,VILAZODONE,2011
CHEMBL416956,MEFLOQUINE,1989
CHEMBL92,DOCETAXEL ANHYDROUS,1996
CHEMBL2048028,LIFITEGRAST,2016
CHEMBL2108147,STREPTOKINASE,1997
CHEMBL2110848,LACHESINE,None
CHEMBL2110900,DAPOXETINE,None
CHEMBL2110914,FERROUS CITRATE,1973
CHEMBL2110926,ETAFEDRINE,None
CHEMBL2110948,POLDINE,None
CHEMBL2104356,KETAZOLAM,None
CHEMBL2104381,CYANOCOBALAMIN CO 58,None
CHEMBL2104391,INSULIN DETEMIR,2004
CHEMBL2110367,TRIMETHOPRIM SULFATE,1988
CHEMBL2110368,BETHANIDINE SULFATE,1982
CHEMBL2108184,CROFELEMER,2012
CHEMBL2108185,CORIFOLLITROPIN ALFA,2010
CHEMBL2108200,DIMETHICONE,None
CHEMBL2108214,AGALSIDASE ALFA,2001
CHEMBL2108232,COAL TAR,None
CHEMBL2108234,COD LIVER OIL,None
CHEMBL2108236,CAPSICUM,None
CHEMBL2108245,CREOSOTE CARBONATE,None
CHEMBL2108247,CLOVE OIL,None
CHEMBL2108250,ANISTREPLASE,None
CHEMBL2108265,CASCARA SAGRADA,None
CHEMBL2108268,CELLULOSE, OXIDIZED,None
CHEMBL2108278,ETEPLIRSEN,2016
CHEMBL2108282,CATRIDECACOG,2012
CHEMBL2108304,ALIPOGENE TIPARVOVEC,2012
CHEMBL2104445,TRITOQUALINE,None
CHEMBL2104489,ANAGESTONE ACETATE,None
CHEMBL2106739,POLDINE METHYLSULFATE,None
CHEMBL2108834,BELLADONNA ROOT,None
CHEMBL2108878,THYROID,None
CHEMBL2070241,BREMELANOTIDE,2019
CHEMBL2106794,NAFTAZONE,None
CHEMBL2105897,BARIUM SULFATE,2016
CHEMBL2106123,CALCIUM CITRATE,None
CHEMBL2109882,TRISILICATE,1983
CHEMBL2108931,CRISANTASPASE,None
CHEMBL2108938,CADEXOMER IODINE,None
CHEMBL2108964,INSULIN, ISOPHANE,None
CHEMBL2108968,INSULIN [INJECTION], BIPHASIC,None
CHEMBL38,TRETINOIN,1971
CHEMBL457,GEMFIBROZIL,1981
CHEMBL467,HYDROXYUREA,1967
CHEMBL492,ETIDOCAINE,1976
CHEMBL526,PROPOFOL,1989
CHEMBL654,MIRTAZAPINE,1996
CHEMBL727,THIOGUANINE,1966
CHEMBL831,LOXAPINE,1975
CHEMBL980,GUAIFENESIN,2002
CHEMBL71752,VINPOCETINE,None
CHEMBL328560,SULTHIAME,None
CHEMBL1194,PRILOCAINE,1965
CHEMBL154111,SALSALATE,None
CHEMBL1346,DARIFENACIN,2004
CHEMBL1436,CEFUROXIME,None
CHEMBL1473,FLUTICASONE PROPIONATE,1990
CHEMBL258918,MESTEROLONE,None
CHEMBL1200405,BITOLTEROL MESYLATE,1984
CHEMBL1200870,TIMOLOL MALEATE,1978
CHEMBL1200946,NANDROLONE DECANOATE,1983
CHEMBL1201474,COLESTIPOL HYDROCHLORIDE,1977
CHEMBL1200431,GADOPENTETATE DIMEGLUMINE,1988
CHEMBL2108021,BESILESOMAB,2010
CHEMBL2108027,DULAGLUTIDE,2014
CHEMBL2108035,INCOBOTULINUMTOXINA,2010
CHEMBL2110725,VINFLUNINE,2009
CHEMBL2104287,DIBENZEPIN HYDROCHLORIDE,None
CHEMBL9,NORFLOXACIN,1986
CHEMBL1523964,EPHEDRINE SULFATE,2016
CHEMBL17157,TERFENADINE,1985
CHEMBL1594,PANTOTHENIC ACID,1993
CHEMBL1479848,ACETOMENAPHTHONE,None
CHEMBL1697737,CLOTIAZEPAM,None
CHEMBL1411979,METHAPYRILENE,None
CHEMBL1650619,PYRITHIONE,1986
CHEMBL2103822,TASIMELTEON,2014
CHEMBL2107679,BENETHAMINE PENICILLIN,None
CHEMBL2107831,LUSUTROMBOPAG,2018
CHEMBL2079699,SODIUM STIBOGLUCONATE,None
CHEMBL1372950,NICERGOLINE,None
CHEMBL1743087,VEDOLIZUMAB,2014
CHEMBL1870768,DIMETHINDENE MALEATE,None
CHEMBL1873475,IBRUTINIB,2013
CHEMBL939,GEFITINIB,2003
CHEMBL2064032,VONOPRAZAN FUMARATE,2022
CHEMBL2108041,OCRELIZUMAB,2017
CHEMBL2108074,PANCRELIPASE,1996
CHEMBL2108078,PARATHYROID HORMONE,2006
CHEMBL2108110,THROMBIN,None
CHEMBL2108117,SITOSTEROLS,None
CHEMBL2108122,PENTASTARCH,None
CHEMBL2108129,SARUPLASE,None
CHEMBL2108139,POVIDONE,None
CHEMBL2110771,AMBUTONIUM,None
CHEMBL2110805,EMEPRONIUM,None
CHEMBL2110816,BUTRIPTYLINE,None
CHEMBL2110824,BUSERELIN,None
CHEMBL3622821,UPADACITINIB,2019
CHEMBL3655081,ABROCITINIB,2021
CHEMBL3646221,VADADUSTAT,None
CHEMBL3561076,TRIMETAZIDINE DIHYDROCHLORIDE,None
CHEMBL4435170,DEUCRAVACITINIB,2022
CHEMBL4535757,SOTORASIB,2021
CHEMBL71595,HYDROGEN PEROXIDE,2017
CHEMBL1037,GUANADREL,1982
CHEMBL53418,DANTHRON,None
CHEMBL1009,LEVODOPA,1970
CHEMBL991,STAVUDINE,1994
CHEMBL1089,PHENELZINE,1961
CHEMBL1070,NABUMETONE,1991
CHEMBL1073,GLIPIZIDE,1984
CHEMBL1370,BUDESONIDE,1994
CHEMBL203266,TRIMETAZIDINE,None
CHEMBL1377,PROGUANIL,2000
CHEMBL190677,BENZOIN,None
CHEMBL1410,NONOXYNOL 9,None
CHEMBL204656,ELVITEGRAVIR,2012
CHEMBL1161,MOMETASONE FUROATE,1987
CHEMBL1091,HYDROCORTISONE ACETATE,1951
CHEMBL1169,AMINOSALICYLIC ACID,1950
CHEMBL1133,OXYBUTYNIN CHLORIDE,1975
CHEMBL1129,TRIFLURIDINE,1980
CHEMBL1112,ARIPIPRAZOLE,2002
CHEMBL1102,GLUTETHIMIDE,1976
CHEMBL1023,BEXAROTENE,1999
CHEMBL325041,BORTEZOMIB,2003
CHEMBL1103,FURAZOLIDONE,1958
CHEMBL441738,AFAMELANOTIDE,2014
CHEMBL1668,RESCINNAMINE,1956
CHEMBL893,DICLOXACILLIN,1968
CHEMBL1200335,TESTOSTERONE ENANTHATE,1953
CHEMBL705,ALITRETINOIN,1999
CHEMBL447629,MITOBRONITOL,None
CHEMBL443605,HEXYLRESORCINOL,None
CHEMBL611,TERAZOSIN,1987
CHEMBL1576,ETHINAMATE,1982
CHEMBL444186,RAZOXANE,None
CHEMBL1614,DESLANOSIDE,1982
CHEMBL1737,SILDENAFIL CITRATE,1998
CHEMBL1746,SODIUM PHENYLBUTYRATE,1996
CHEMBL567597,ARTEMISININ,None
CHEMBL556578,MORPHINE HYDROCHLORIDE,None
CHEMBL1731,MEZLOCILLIN,1981
CHEMBL550348,DEFERASIROX,2005
CHEMBL1322884,PHENOTHRIN,None
CHEMBL1407915,NEFOPAM HYDROCHLORIDE,None
CHEMBL1324714,CYCLIZINE HYDROCHLORIDE,None
CHEMBL1408594,ALVERINE CITRATE,None
CHEMBL1410743,PARALDEHYDE,None
CHEMBL1410808,CRESOL,None
CHEMBL1254682,LEVALLORPHAN,1982
CHEMBL1401367,PIPENZOLATE BROMIDE,None
CHEMBL1367605,RITODRINE HYDROCHLORIDE,1991
CHEMBL1373254,CYCLOPENTHIAZIDE,None
CHEMBL1357648,AMODIAQUINE HYDROCHLORIDE,1982
CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,2001
CHEMBL1378024,PROTIONAMIDE,None
CHEMBL1899801,PERFLENAPENT,1998
CHEMBL1951095,ERAVACYCLINE,2018
CHEMBL1569,AMANTADINE HYDROCHLORIDE,1968
CHEMBL1557,DOPAMINE HYDROCHLORIDE,1974
CHEMBL2018096,IPRAGLIFLOZIN,2014
CHEMBL1945778,IOFLUPANE,2011
CHEMBL2028850,ICATIBANT,2008
CHEMBL2028019,CARIPRAZINE,2015
CHEMBL2028661,AZILSARTAN MEDOXOMIL,2011
CHEMBL1898387,MEXENONE,None
CHEMBL550495,METHYLENE BLUE,2016
CHEMBL2021430,DEXAMETHASONE SODIUM PHOSPHATE,1959
CHEMBL1796997,HELIUM,2015
CHEMBL1398126,AMILORIDE HYDROCHLORIDE,1981
CHEMBL2021423,MAGNESIUM SULFATE ANHYDROUS,1981
CHEMBL2021424,POTASSIUM SULFATE,2010
CHEMBL2040682,CICLESONIDE,2006
CHEMBL2035187,PACRITINIB,2022
CHEMBL2108597,FERRIC CARBOXYMALTOSE,2013
CHEMBL2104607,NIKETHAMIDE,None
CHEMBL2108888,AGALSIDASE BETA,2001
CHEMBL2109540,ALIROCUMAB,2015
CHEMBL2105682,EDOXABAN TOSYLATE,2015
CHEMBL2107915,OPIUM, POWDERED,None
CHEMBL2079587,STANOZOLOL,1962
CHEMBL2062335,METOPROLOL TARTRATE,1978
CHEMBL3304485,TENAPANOR,2019
CHEMBL3547132,FLUORODOPA,2019
CHEMBL3545432,IXAZOMIB CITRATE,2015
CHEMBL1096,AMLEXANOX,1996
CHEMBL3353410,OSIMERTINIB,2015
CHEMBL3544914,TEZACAFTOR,2018
CHEMBL3544996,IDARUCIZUMAB,2015
CHEMBL3545368,PANOBINOSTAT LACTATE,2015
CHEMBL3544909,CALCIFEDIOL,1980
CHEMBL3544926,OBILTOXAXIMAB,2016
CHEMBL1165268,IODIPAMIDE,None
CHEMBL1237123,DOXACURIUM,1991
CHEMBL1615438,LEVOCABASTINE,1993
CHEMBL1628385,PROCAINE BENZYLPENICILLIN,1948
CHEMBL1644695,SODIUM IODIDE,1976
CHEMBL2111100,MIFAMURTIDE ACID,2009
CHEMBL1256,ISOFLURANE,1979
CHEMBL2021422,FOSPROPOFOL DISODIUM,2008
CHEMBL1200807,NORELGESTROMIN,2001
CHEMBL1472,PROTIRELIN,1976
CHEMBL1024,IFOSFAMIDE,1988
CHEMBL227875,PRETOMANID,2019
CHEMBL3707243,GLYCOPYRRONIUM TOSYLATE,2018
CHEMBL2220442,FLUVASTATIN,1993
CHEMBL3833335,CHLORAL BETAINE,None
CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,2019
CHEMBL3833358,HALQUINOLS,None
CHEMBL3833402,ALUMINUM SULFATE,None
CHEMBL3989408,IBUPROFEN SODIUM,2012
CHEMBL3833409,HYDROTALCITE,None
CHEMBL3989478,THIETHYLPERAZINE MALEATE,1961
CHEMBL4084119,LIRAGLUTIDE,2010
CHEMBL3989640,MAGNESIUM GLUCONATE,None
CHEMBL3989850,ECAMSULE,2006
CHEMBL4303214,FRUQUINTINIB,2023
CHEMBL4303288,ABACAVIR SULFATE,1998
CHEMBL4303454,DORIPENEM MONOHYDRATE,2008
CHEMBL4303525,OMAVELOXOLONE,2023
CHEMBL4303669,ZOLEDRONIC ACID,2001
CHEMBL56564,TROPISETRON,None
CHEMBL968,FLURAZEPAM,1970
CHEMBL73234,CARBETAPENTANE,None
CHEMBL978,METHACHOLINE,1986
CHEMBL983,SUCCINYLCHOLINE CHLORIDE,1952
CHEMBL75880,PERHEXILINE,1974
CHEMBL73451,MEQUITAZINE,None
CHEMBL1029,MIGLUSTAT,2003
CHEMBL928,DANTROLENE SODIUM,1974
CHEMBL995,LOSARTAN POTASSIUM,1995
CHEMBL74632,MOXALACTAM,1982
CHEMBL1025,ISOFLUROPHATE,1957
CHEMBL1021,NEPAFENAC,2005
CHEMBL925,TYROSINE,None
CHEMBL924,ZOLEDRONIC ACID ANHYDROUS,2001
CHEMBL1351,CARBOPLATIN,1989
CHEMBL1353,SODIUM BICARBONATE,1985
CHEMBL178803,BLONANSERIN,2008
CHEMBL1395,METHYLTESTOSTERONE,1973
CHEMBL197084,TROFINETIDE,2023
CHEMBL193240,ROFLUMILAST,2010
CHEMBL1085,ACETOPHENAZINE,1961
CHEMBL1060,SODIUM PHOSPHATE,1957
CHEMBL311498,CIANIDANOL,1977
CHEMBL842,CHLOROTHIAZIDE,1958
CHEMBL305906,CETYLPYRIDINIUM,None
CHEMBL1003,CLAVULANATE POTASSIUM,1984
CHEMBL1008,BEPRIDIL,1990
CHEMBL1059,PREGABALIN,2004
CHEMBL1040,CALCIFEDIOL ANHYDROUS,1980
CHEMBL298734,LONAFARNIB,2020
CHEMBL306043,GOLD SODIUM THIOMALATE,None
CHEMBL317094,IMIDAPRIL,1993
CHEMBL888,GEMCITABINE,1996
CHEMBL325109,CLEBOPRIDE,None
CHEMBL316561,PROGLUMIDE,None
CHEMBL434394,NEBIVOLOL,2007
CHEMBL1121,SINCALIDE,1976
CHEMBL435966,NIMORAZOLE,None
CHEMBL1251,GANIRELIX,1999
CHEMBL435298,ESFLURBIPROFEN,2015
CHEMBL1502,PANTOPRAZOLE,2000
CHEMBL428647,PACLITAXEL,1992
CHEMBL575,METHICILLIN,1982
CHEMBL1497,BETAMETHASONE VALERATE,1967
CHEMBL1517,OXYTETRACYCLINE,1964
CHEMBL1550,PHYTONADIONE,None
CHEMBL922,ADEFOVIR DIPIVOXIL,2002
CHEMBL428880,CROMOLYN,1982
CHEMBL1208646,THEOPHYLLINE GLYCINATE,1982
CHEMBL1734,SOLIFENACIN,2004
CHEMBL2364720,PHENETHICILLIN POTASSIUM,None
CHEMBL1736,METRIZOIC ACID,None
CHEMBL537669,YOHIMBINE HYDROCHLORIDE,None
CHEMBL1542,AZATHIOPRINE,1968
CHEMBL1713,CHLORPROMAZINE HYDROCHLORIDE,1957
CHEMBL552659,FLUNARIZINE HYDROCHLORIDE,None
CHEMBL1697,DILTIAZEM HYDROCHLORIDE,1982
CHEMBL1703,METFORMIN HYDROCHLORIDE,1995
CHEMBL553025,VINORELBINE,1994
CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE,1971
CHEMBL428,TROVAFLOXACIN,None
CHEMBL539423,SPARSENTAN,2023
CHEMBL6,INDOMETHACIN,1965
CHEMBL559180,ISOXSUPRINE HYDROCHLORIDE,None
CHEMBL2364637,TENOFOVIR ALAFENAMIDE FUMARATE,2015
CHEMBL1334078,SODIUM HYPOCHLORITE,None
CHEMBL1334033,PERHEXILINE MALEATE,1974
CHEMBL1334860,DILOXANIDE FUROATE,None
CHEMBL1572,NETILMICIN,1983
CHEMBL461522,METAMIZOLE,None
CHEMBL1589,ACETOHEXAMIDE,1964
CHEMBL542541,HYDRALAZINE HYDROCHLORIDE,1953
CHEMBL1716,CYPROHEPTADINE HYDROCHLORIDE,1961
CHEMBL1701,MEPERIDINE HYDROCHLORIDE,1942
CHEMBL576127,FENSPIRIDE,None
CHEMBL1077896,ROPIVACAINE,1996
CHEMBL1770,LEVAMISOLE HYDROCHLORIDE,1990
CHEMBL1201747,ALCAFTADINE,2010
CHEMBL1161681,NITROUS ACID,2011
CHEMBL1201354,TRIDIHEXETHYL,1954
CHEMBL1201212,MIDODRINE,1996
CHEMBL1213351,PROPOXYPHENE,1957
CHEMBL1200359,SULFAMETER,1966
CHEMBL1200426,METHIXENE HYDROCHLORIDE,1982
CHEMBL1200947,METIPRANOLOL HYDROCHLORIDE,1989
CHEMBL1201033,IPODATE SODIUM,1962
CHEMBL1200483,PHENMETRAZINE HYDROCHLORIDE,1982
CHEMBL1200747,AMMONIUM LACTATE,1985
CHEMBL1201080,TRIMETHOPRIM HYDROCHLORIDE,1995
CHEMBL1200630,CYSTEINE HYDROCHLORIDE,1986
CHEMBL1200321,SULFISOXAZOLE DIOLAMINE,1982
CHEMBL1200959,METHDILAZINE,1982
CHEMBL1201002,CARTEOLOL HYDROCHLORIDE,1988
CHEMBL1200991,CARBENICILLIN INDANYL SODIUM,1972
CHEMBL1201743,SAXAGLIPTIN HYDROCHLORIDE,2009
CHEMBL1201065,THIAMYLAL SODIUM,1982
CHEMBL1200688,ERYTHROMYCIN ETHYLSUCCINATE,1965
CHEMBL1200853,DYDROGESTERONE,1982
CHEMBL1200912,PHENTERMINE HYDROCHLORIDE,1973
CHEMBL1200768,CEFTAZIDIME SODIUM,1989
CHEMBL1200731,POTASSIUM CHLORIDE,None
CHEMBL1200668,CALCIUM CHLORIDE,None
CHEMBL1200334,MORICIZINE HYDROCHLORIDE,1990
CHEMBL1200857,TECHNETIUM TC 99M TETROFOSMIN,1996
CHEMBL1714,KETAMINE HYDROCHLORIDE,1970
CHEMBL148,IMIPENEM,1985
CHEMBL1201753,PITAVASTATIN,2009
CHEMBL1200348,SULCONAZOLE NITRATE,1985
CHEMBL1200386,PREDNICARBATE,1991
CHEMBL1241951,LETERMOVIR,2017
CHEMBL981,FENOFIBRIC ACID,2009
CHEMBL1255654,TETRACAINE HYDROCHLORIDE,2016
CHEMBL1255739,METHAPYRILENE HYDROCHLORIDE,None
CHEMBL1256137,CYSTEAMINE HYDROCHLORIDE,2012
CHEMBL1319139,BROMHEXINE HYDROCHLORIDE,None
CHEMBL1314751,PROCHLORPERAZINE MALEATE,1956
CHEMBL1289494,TIVOZANIB,2017
CHEMBL1256391,PIRFENIDONE,2011
CHEMBL1289601,LENVATINIB,2015
CHEMBL1259059,SOFOSBUVIR,2013
CHEMBL1256786,FORMOTEROL,2001
CHEMBL1256841,NIALAMIDE,None
CHEMBL1289926,AXITINIB,2012
CHEMBL1256958,EPINEPHRINE BITARTRATE,1965
CHEMBL1287853,FEDRATINIB,2019
CHEMBL1256987,FUSIDATE SODIUM,None
CHEMBL1257015,PICOTAMIDE,None
CHEMBL1257040,TRIFLUOPERAZINE HYDROCHLORIDE,1959
CHEMBL1257073,TECOVIRIMAT,2018
CHEMBL1315867,TERBUTALINE SULFATE,1974
CHEMBL1318287,PENTOLINIUM TARTRATE,1982
CHEMBL1808388,BEXAGLIFLOZIN,2023
CHEMBL1692,IMIPRAMINE HYDROCHLORIDE,1959
CHEMBL1909282,FENCLOZIC ACID,None
CHEMBL1909283,MEBANAZINE,None
CHEMBL1909288,TRIACETYLDIPHENOLISATIN,None
CHEMBL1908841,LEVOLEUCOVORIN,2008
CHEMBL1908847,SPARTEINE,None
CHEMBL1909289,XENAZOIC ACID,None
CHEMBL454950,TETRACYCLINE HYDROCHLORIDE,1953
CHEMBL1568698,GANAXOLONE,2022
CHEMBL607400,BRIVARACETAM,2016
CHEMBL1097279,CANGRELOR TETRASODIUM,2015
CHEMBL1908391,MASITINIB,2008
CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,2017
CHEMBL1900528,TIOTROPIUM,2004
CHEMBL681,ETOMIDATE,1982
CHEMBL1909055,COBALTOUS CHLORIDE,None
CHEMBL1909079,STANNOUS FLUORIDE,None
CHEMBL1908307,FLOSEQUINAN,1992
CHEMBL1963681,AVANAFIL,2011
CHEMBL1963683,TAFLUPROST,2012
CHEMBL1963684,PEGINESATIDE ACETATE,2012
CHEMBL1963685,LUCINACTANT,2012
CHEMBL1964120,TALIGLUCERASE ALFA,2012
CHEMBL1488,URACIL MUSTARD,1962
CHEMBL1200972,CHLOPHEDIANOL HYDROCHLORIDE,1982
CHEMBL1929396,ANAGLIPTIN,2012
CHEMBL261772,MECLOCYCLINE SULFOSALICYLATE,1982
CHEMBL1615350,CLOMACRAN,None
CHEMBL1908919,FLORBETAPIR,2012
CHEMBL2023895,HYDROXYSTILBAMIDINE ISETHIONATE,1953
CHEMBL1200523,CEFAZOLIN SODIUM,1973
CHEMBL1200699,DOXYCYCLINE,1967
CHEMBL1465,PHENPROCOUMON,1957
CHEMBL1908315,GEMEPROST,None
CHEMBL1908359,SODIUM MONOFLUOROPHOSPHATE,1986
CHEMBL1908360,EVEROLIMUS,2009
CHEMBL1908362,GADOFOSVESET TRISODIUM,2005
CHEMBL1908370,FINAFLOXACIN,2014
CHEMBL1908373,ONAPRISTONE,None
CHEMBL1908906,FLORBETABEN,2014
CHEMBL1908917,FLUCICLOVINE,2016
CHEMBL3402762,TEPOTINIB,2020
CHEMBL3400972,FLUORODOPA F 18,2019
CHEMBL3545068,COPANLISIB HYDROCHLORIDE,2017
CHEMBL3559671,POLYVINYL ALCOHOL,None
CHEMBL3559672,RAUWOLFIA SERPENTINA,1954
CHEMBL3544994,VOLANESORSEN,None
CHEMBL3544906,BENZPHETAMINE HYDROCHLORIDE,1960
CHEMBL3544908,AZATADINE MALEATE,1977
CHEMBL3544921,CERLIPONASE ALFA,2017
CHEMBL3544971,DEXTROAMPHETAMINE SULFATE,1960
CHEMBL3544973,CEFTAROLINE FOSAMIL ACETATE,2010
CHEMBL3544985,DASABUVIR SODIUM MONOHYDRATE,2014
CHEMBL3544986,PERINDOPRIL ARGININE,2015
CHEMBL3544989,VOLANESORSEN SODIUM,2019
CHEMBL1232801,FOLINIC ACID,None
CHEMBL3545057,ACETYLDIGITOXIN,1982
CHEMBL3545058,DEXTROTHYROXINE SODIUM,1967
CHEMBL3545059,ALISKIREN FUMARATE,2007
CHEMBL3545060,ERYTHROMYCIN GLUCEPTATE,1982
CHEMBL3545062,VELPATASVIR,2016
CHEMBL3545063,OSIMERTINIB MESYLATE,2015
CHEMBL3545123,PIBRENTASVIR,2017
CHEMBL3545131,ISATUXIMAB,2020
CHEMBL3545181,TIOTROPIUM BROMIDE,2004
CHEMBL3545183,ETELCALCETIDE HYDROCHLORIDE,2016
CHEMBL3545184,VELCALCETIDE,2016
CHEMBL3545185,SELINEXOR,2019
CHEMBL3545189,LANADELUMAB,2018
CHEMBL3545191,EVINACUMAB,2021
CHEMBL3545252,DOCETAXEL,1996
CHEMBL3545262,SACITUZUMAB GOVITECAN,2020
CHEMBL3545306,SULFUR HEXAFLUORIDE LIPID MICROSPHERE,2014
CHEMBL3545311,BRIGATINIB,2017
CHEMBL3545313,BEMPEDOIC ACID,2020
CHEMBL3545363,GLECAPREVIR,2017
CHEMBL3545367,LEMBOREXANT,2020
CHEMBL3545376,ERDAFITINIB,2019
CHEMBL3546271,FLORTAUCIPIR,2020
CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,2016
CHEMBL3545985,BENZPHETAMINE,1960
CHEMBL18116,TOLOXATONE,1984
CHEMBL4301898,E133,2019
CHEMBL1743029,IBALIZUMAB,2018
CHEMBL1743041,MOGAMULIZUMAB,2018
CHEMBL2107834,RIOCIGUAT,2013
CHEMBL2108681,TILDRAKIZUMAB,2018
CHEMBL2108709,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,2010
CHEMBL2108862,SOMATORELIN,None
CHEMBL2109181,NEBACUMAB,1991
CHEMBL2218860,GADOBUTROL,2011
CHEMBL2219414,ERAVACYCLINE DIHYDROCHLORIDE,2018
CHEMBL3137691,QUINUPRISTIN/DALFOPRISTIN,None
CHEMBL3544988,DAPRODUSTAT,2023
CHEMBL3545132,MIRVETUXIMAB SORAVTANSINE,2022
CHEMBL3707331,ROLAPITANT,2015
CHEMBL3707377,SEGESTERONE ACETATE,2018
CHEMBL3833382,PRAJMALIUM,None
CHEMBL3989693,LEVALBUTEROL TARTRATE,2005
CHEMBL3990044,RELATLIMAB,2022
CHEMBL4208954,AMIKACIN SULFATE,1981
CHEMBL4216467,RIPRETINIB,2020
CHEMBL4085457,RITLECITINIB,2023
CHEMBL3233142,LUMATEPERONE TOSYLATE,2019
CHEMBL4297213,AFAMELANOTIDE ACETATE,2014
CHEMBL4297220,ASCIMINIB HYDROCHLORIDE,2021
CHEMBL4297339,COPPER OXODOTREOTIDE CU-64,2020
CHEMBL4297533,BREMELANOTIDE ACETATE,2019
CHEMBL4297536,PATISIRAN SODIUM,2018
CHEMBL4297575,NIRSEVIMAB,2022
CHEMBL3544974,ASENAPINE MALEATE,2009
CHEMBL4297240,ONASEMNOGENE ABEPARVOVEC,2020
CHEMBL4297340,EDOTREOTIDE GALLIUM GA-68,2016
CHEMBL4297566,CASIMERSEN,2021
CHEMBL4297756,FREMANEZUMAB,2018
CHEMBL4297778,LONCASTUXIMAB TESIRINE,2021
CHEMBL4297788,MOSUNETUZUMAB,2022
CHEMBL4297820,ROZANOLIXIZUMAB,2023
